service;name;description;access_level;resource_type_name;resource_type_name_append_wildcard;resource_arn_format
greengrass;updateloggerdefinition;Grants permission to update a logger definition.;Write;loggerDefinition;True;arn:${Partition}:greengrass:${Region}:${Account}:/greengrass/definition/loggers/${LoggerDefinitionId}
greengrass;updateresourcedefinition;Grants permission to update a resource definition.;Write;resourceDefinition;True;arn:${Partition}:greengrass:${Region}:${Account}:/greengrass/definition/resources/${ResourceDefinitionId}
greengrass;updatesubscriptiondefinition;Grants permission to update a subscription definition.;Write;subscriptionDefinition;True;arn:${Partition}:greengrass:${Region}:${Account}:/greengrass/definition/subscriptions/${SubscriptionDefinitionId}
groundstation;cancelcontact;Grants permission to cancel a contact;Write;Contact;True;arn:${Partition}:groundstation:${Region}:${Account}:contact/${contactId}
groundstation;createconfig;Grants permission to create a configuration;Write;None;False;*
groundstation;createdataflowendpointgroup;Grants permission to create a data flow endpoint group;Write;None;False;*
groundstation;createmissionprofile;Grants permission to create a mission profile;Write;None;False;*
groundstation;deleteconfig;Grants permission to delete a config;Write;Config;True;arn:${Partition}:groundstation:${Region}:${Account}:config/${configType}/${configId}
groundstation;deletedataflowendpointgroup;Grants permission to delete a data flow endpoint group;Write;DataflowEndpointGroup;True;arn:${Partition}:groundstation:${Region}:${Account}:dataflow-endpoint-group/${dataflowEndpointGroupId}
groundstation;deletemissionprofile;Grants permission to delete a mission profile;Write;MissionProfile;True;arn:${Partition}:groundstation:${Region}:${Account}:mission-profile/${missionProfileId}
groundstation;describecontact;Grants permission to describe a contact;Read;Contact;True;arn:${Partition}:groundstation:${Region}:${Account}:contact/${contactId}
groundstation;getconfig;Grants permission to return a configuration;Read;Config;True;arn:${Partition}:groundstation:${Region}:${Account}:config/${configType}/${configId}
groundstation;getdataflowendpointgroup;Grants permission to return a data flow endpoint group;Read;DataflowEndpointGroup;True;arn:${Partition}:groundstation:${Region}:${Account}:dataflow-endpoint-group/${dataflowEndpointGroupId}
groundstation;getminuteusage;Grants permission to return minutes usage;Read;None;False;*
groundstation;getmissionprofile;Grants permission to retrieve a mission profile;Read;MissionProfile;True;arn:${Partition}:groundstation:${Region}:${Account}:mission-profile/${missionProfileId}
groundstation;getsatellite;Grants permission to return information about a satellite;Read;Satellite;True;arn:${Partition}:groundstation:${Region}:${Account}:satellite/${satelliteId}
groundstation;listconfigs;Grants permisson to return a list of past configurations;List;None;False;*
groundstation;listcontacts;Grants permission to return a list of contacts;List;None;False;*
groundstation;listdataflowendpointgroups;Grants permission to list data flow endpoint groups;List;None;False;*
groundstation;listgroundstations;Grants permission to list ground stations;List;None;False;*
groundstation;listmissionprofiles;Grants permission to return a list of mission profiles;List;None;False;*
groundstation;listsatellites;Grants permission to list satellites;List;None;False;*
groundstation;listtagsforresource;Grants permission to list tags for a resource;Read;Config;False;arn:${Partition}:groundstation:${Region}:${Account}:config/${configType}/${configId}
groundstation;listtagsforresource;Grants permission to list tags for a resource;Read;Contact;False;arn:${Partition}:groundstation:${Region}:${Account}:contact/${contactId}
groundstation;listtagsforresource;Grants permission to list tags for a resource;Read;DataflowEndpointGroup;False;arn:${Partition}:groundstation:${Region}:${Account}:dataflow-endpoint-group/${dataflowEndpointGroupId}
groundstation;listtagsforresource;Grants permission to list tags for a resource;Read;MissionProfile;False;arn:${Partition}:groundstation:${Region}:${Account}:mission-profile/${missionProfileId}
groundstation;reservecontact;Grants permission to reserve a contact;Write;None;False;*
groundstation;tagresource;Grants permission to assign a resource tag;Tagging;Config;False;arn:${Partition}:groundstation:${Region}:${Account}:config/${configType}/${configId}
groundstation;tagresource;Grants permission to assign a resource tag;Tagging;Contact;False;arn:${Partition}:groundstation:${Region}:${Account}:contact/${contactId}
groundstation;tagresource;Grants permission to assign a resource tag;Tagging;DataflowEndpointGroup;False;arn:${Partition}:groundstation:${Region}:${Account}:dataflow-endpoint-group/${dataflowEndpointGroupId}
groundstation;tagresource;Grants permission to assign a resource tag;Tagging;MissionProfile;False;arn:${Partition}:groundstation:${Region}:${Account}:mission-profile/${missionProfileId}
groundstation;tagresource;Grants permission to assign a resource tag;Tagging;None;False;*
groundstation;untagresource;Grants permission to deassign a resource tag;Tagging;Config;False;arn:${Partition}:groundstation:${Region}:${Account}:config/${configType}/${configId}
groundstation;untagresource;Grants permission to deassign a resource tag;Tagging;Contact;False;arn:${Partition}:groundstation:${Region}:${Account}:contact/${contactId}
groundstation;untagresource;Grants permission to deassign a resource tag;Tagging;DataflowEndpointGroup;False;arn:${Partition}:groundstation:${Region}:${Account}:dataflow-endpoint-group/${dataflowEndpointGroupId}
groundstation;untagresource;Grants permission to deassign a resource tag;Tagging;MissionProfile;False;arn:${Partition}:groundstation:${Region}:${Account}:mission-profile/${missionProfileId}
groundstation;untagresource;Grants permission to deassign a resource tag;Tagging;None;False;*
groundstation;updateconfig;Grants permission to update a configuration;Write;Config;True;arn:${Partition}:groundstation:${Region}:${Account}:config/${configType}/${configId}
groundstation;updatemissionprofile;Grants permission to update a mission profile;Write;MissionProfile;True;arn:${Partition}:groundstation:${Region}:${Account}:mission-profile/${missionProfileId}
groundtruthlabeling;describeconsolejob;Get status of GroundTruthLabeling Jobs;Read;None;False;*
groundtruthlabeling;listdatasetobjects;Paginated list api to list dataset objects in a manifest file;Read;None;False;*
groundtruthlabeling;runfilterorsampledatasetjob;Filter records from a manifest file using S3 select. Get Sample entries based on random  sampling.;Write;None;False;*
groundtruthlabeling;rungeneratemanifestbycrawlingjob;List a S3 prefix and create manifest files from objects in there.;Write;None;False;*
guardduty;acceptinvitation;Grants permission to accept invitations to become a GuardDuty member account.;Write;detector;True;arn:${Partition}:guardduty:${Region}:${Account}:detector/${DetectorId}
guardduty;archivefindings;Grants permission to archive GuardDuty findings.;Write;detector;True;arn:${Partition}:guardduty:${Region}:${Account}:detector/${DetectorId}
guardduty;createdetector;Grants permission to create a detector.;Write;None;False;*
guardduty;createfilter;Grants permission to create GuardDuty filters. A filters defines finding attributes  and conditions used to filter findings.;Write;detector;True;arn:${Partition}:guardduty:${Region}:${Account}:detector/${DetectorId}
guardduty;createfilter;Grants permission to create GuardDuty filters. A filters defines finding attributes  and conditions used to filter findings.;Write;None;False;*
guardduty;createipset;Grants permission to create an IPSet.;Write;detector;True;arn:${Partition}:guardduty:${Region}:${Account}:detector/${DetectorId}
guardduty;createipset;Grants permission to create an IPSet.;Write;None;False;*
guardduty;createmembers;Grants permission to create GuardDuty member accounts. The account used to create  a member becomes the GuardDuty master account.;Write;detector;True;arn:${Partition}:guardduty:${Region}:${Account}:detector/${DetectorId}
guardduty;createpublishingdestination;Grants permission to create a publishing destination.;Write;detector;True;arn:${Partition}:guardduty:${Region}:${Account}:detector/${DetectorId}
guardduty;createsamplefindings;Grants permission to create sample findings.;Write;detector;True;arn:${Partition}:guardduty:${Region}:${Account}:detector/${DetectorId}
guardduty;createthreatintelset;Grants permission to create GuardDuty ThreatIntelSets. A ThreatIntelSet consists of  known malicious IP addresses used by GuardDuty to generate findings.;Write;detector;True;arn:${Partition}:guardduty:${Region}:${Account}:detector/${DetectorId}
guardduty;createthreatintelset;Grants permission to create GuardDuty ThreatIntelSets. A ThreatIntelSet consists of  known malicious IP addresses used by GuardDuty to generate findings.;Write;None;False;*
guardduty;declineinvitations;Grants permission to decline invitations to become a GuardDuty member account.;Write;None;False;*
guardduty;deletedetector;Grants permission to delete GuardDuty detectors.;Write;detector;True;arn:${Partition}:guardduty:${Region}:${Account}:detector/${DetectorId}
guardduty;deletefilter;Grants permission to delete GuardDuty filters.;Write;detector;True;arn:${Partition}:guardduty:${Region}:${Account}:detector/${DetectorId}
guardduty;deletefilter;Grants permission to delete GuardDuty filters.;Write;filter;True;arn:${Partition}:guardduty:${Region}:${Account}:detector/${DetectorId}/filter/${FilterName}
guardduty;deleteipset;Grants permission to delete GuardDuty IPSets.;Write;detector;True;arn:${Partition}:guardduty:${Region}:${Account}:detector/${DetectorId}
guardduty;deleteipset;Grants permission to delete GuardDuty IPSets.;Write;ipset;True;arn:${Partition}:guardduty:${Region}:${Account}:detector/${DetectorId}/ipset/${IPSetId}
guardduty;deleteinvitations;Grants permission to delete invitations to become a GuardDuty member account.;Write;None;False;*
guardduty;deletemembers;Grants permission to delete GuardDuty member accounts.;Write;detector;True;arn:${Partition}:guardduty:${Region}:${Account}:detector/${DetectorId}
guardduty;deletepublishingdestination;Grants permission to delete a publishing destination.;Write;detector;True;arn:${Partition}:guardduty:${Region}:${Account}:detector/${DetectorId}
guardduty;deletepublishingdestination;Grants permission to delete a publishing destination.;Write;publishingdestination;True;arn:${Partition}:guardduty:${Region}:${Account}:detector/${DetectorId}/threatintelset/${PublishingDestinationId}
